"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1","Segmentation_segment_Segment_3"
"diagnostics","Versions","PyRadiomics","2.2.0.post43+gf719e5e","2.2.0.post43+gf719e5e"
"diagnostics","Versions","Numpy","1.13.1","1.13.1"
"diagnostics","Versions","SimpleITK","1.1.0rc2.post31","1.1.0rc2.post31"
"diagnostics","Versions","PyWavelet","0.5.2","0.5.2"
"diagnostics","Versions","Python","2.7.13","2.7.13"
"diagnostics","Configuration","Settings","{'distances': [1], 'force2Ddimension': 0, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'normalizeScale': 1, 'normalize': False, 'additionalInfo': True, 'padDistance': 5, 'removeOutliers': None, 'minimumROISize': None, u'binWidth': 25.0, 'label': 1, 'correctMask': True, 'preCrop': False, u'symmetricalGLCM': True, 'resegmentRange': None, 'minimumROIDimensions': 2}","{'distances': [1], 'force2Ddimension': 0, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'normalizeScale': 1, 'normalize': False, 'additionalInfo': True, 'padDistance': 5, 'removeOutliers': None, 'minimumROISize': None, u'binWidth': 25.0, 'label': 1, 'correctMask': True, 'preCrop': False, u'symmetricalGLCM': True, 'resegmentRange': None, 'minimumROIDimensions': 2}"
"diagnostics","Configuration","EnabledImageTypes","{u'Original': {}}","{u'Original': {}}"
"diagnostics","Image-original","Hash","cde8d953c526bcba7d7c3d9e9c1348a8c8f80c22","cde8d953c526bcba7d7c3d9e9c1348a8c8f80c22"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.6249999999999999, 0.6249999999999999, 1.0)","(0.6249999999999999, 0.6249999999999999, 1.0)"
"diagnostics","Image-original","Size","(512, 512, 192)","(512, 512, 192)"
"diagnostics","Image-original","Mean","115.18020125230153","115.18020125230153"
"diagnostics","Image-original","Minimum","0.0","0.0"
"diagnostics","Image-original","Maximum","8484.0","8484.0"
"diagnostics","Mask-original","Hash","e39d9d2856667af5282a387f28c671437f1d40d5","14060e2b707d3ce8dd337ee1163db9d5f051f29d"
"diagnostics","Mask-original","Spacing","(0.6249999999999999, 0.6249999999999999, 1.0)","(0.6249999999999999, 0.6249999999999999, 1.0)"
"diagnostics","Mask-original","Size","(15, 21, 13)","(23, 29, 17)"
"diagnostics","Mask-original","BoundingBox","(0, 0, 0, 15, 21, 13)","(0, 0, 0, 23, 29, 17)"
"diagnostics","Mask-original","VoxelNum","1496","3946"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(7.3489304812834222, 10.266042780748663, 6.4217914438502675)","(11.443487075519513, 14.416624429802331, 8.3905220476431825)"
"diagnostics","Mask-original","CenterOfMass","(68.53991405466685, -34.09327869109291, -2.1745067739231274)","(68.4808161832693, -34.18739222175145, -2.2057761701302105)"
"diagnostics","Mask-corrected","Spacing","(0.6249999999999999, 0.6249999999999999, 1.0)","(0.6249999999999999, 0.6249999999999999, 1.0)"
"diagnostics","Mask-corrected","Size","(512, 512, 192)","(512, 512, 192)"
"diagnostics","Mask-corrected","BoundingBox","(137, 310, 76, 15, 21, 13)","(133, 306, 74, 23, 29, 17)"
"diagnostics","Mask-corrected","VoxelNum","1496","3946"
"diagnostics","Mask-corrected","VolumeNum","1","1"
"diagnostics","Mask-corrected","CenterOfMassIndex","(144.34893048128342, 320.26604278074865, 82.421791443850267)","(144.4434870755195, 320.41662442980231, 82.390522047643188)"
"diagnostics","Mask-corrected","CenterOfMass","(68.53991405466662, -34.093278691092934, -2.1745067739231274)","(68.48081618326908, -34.18739222175145, -2.205776170130207)"
"diagnostics","Mask-corrected","Mean","1813.9739304812833","260.71059300557528"
"diagnostics","Mask-corrected","Minimum","493.0","0.0"
"diagnostics","Mask-corrected","Maximum","3114.0","1416.0"
"original","shape","VoxelVolume","584.37499999999989","1541.4062499999995"
"original","shape","Maximum3DDiameter","13.7306682285","18.8020111956"
"original","shape","MeshVolume","578.108723958","1538.80208333"
"original","shape","MajorAxisLength","11.334989578960554","17.508162005061138"
"original","shape","Sphericity","0.781167576604","0.478942016289"
"original","shape","LeastAxisLength","7.5870285048676909","13.907939806038931"
"original","shape","Elongation","0.89880775963755111","0.93160274065880055"
"original","shape","SurfaceVolumeRatio","0.743139035418","0.874594880991"
"original","shape","Maximum2DDiameterSlice","13.360973954","18.8020111956"
"original","shape","Flatness","0.66934587385509003","0.79436892359223776"
"original","shape","SurfaceArea","429.615159489","1345.82842494"
"original","shape","MinorAxisLength","10.187976588980524","16.310651707813236"
"original","shape","Maximum2DDiameterColumn","13.7164363083","18.3375468643"
"original","shape","Maximum2DDiameterRow","13.5300591277","18.5611321045"
"original","gldm","GrayLevelVariance","331.644137933","117.457529474"
"original","gldm","HighGrayLevelEmphasis","3255.22927807","239.12189559"
"original","gldm","DependenceEntropy","7.3485365742","6.89665364153"
"original","gldm","DependenceNonUniformity","658.010695187","797.724784592"
"original","gldm","GrayLevelNonUniformity","24.1510695187","264.972630512"
"original","gldm","SmallDependenceEmphasis","0.671464275104","0.412737108606"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","2052.86663937","169.10345161"
"original","gldm","DependenceNonUniformityNormalized","0.439846721382","0.202160361022"
"original","gldm","LargeDependenceEmphasis","3.03609625668","27.3644196655"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","0.00238009855602","23.4113626937"
"original","gldm","DependenceVariance","0.601995696188","14.2095517052"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","10764.5340909","681.60897111"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.0015056558487","0.0147336735715"
"original","gldm","LowGrayLevelEmphasis","0.0016357790939","0.231524458424"
"original","glcm","JointAverage","57.1732351639","10.5410356099"
"original","glcm","SumAverage","114.346470328","21.0820712197"
"original","glcm","JointEntropy","10.5527334508","8.78977278608"
"original","glcm","ClusterShade","-4887.21274946","7044.45370362"
"original","glcm","MaximumProbability","0.00270775423112","0.0882954905468"
"original","glcm","Idmn","0.973737060266","0.969310234408"
"original","glcm","JointEnergy","0.000776530438022","0.0113443319955"
"original","glcm","Contrast","323.083031829","115.908815993"
"original","glcm","DifferenceEntropy","5.15417777121","4.38366266885"
"original","glcm","InverseVariance","0.0810886401215","0.142742557205"
"original","glcm","DifferenceVariance","125.085204359","59.1655428768"
"original","glcm","Idn","0.891626644783","0.896002646943"
"original","glcm","Idm","0.0772349026047","0.213976223094"
"original","glcm","Correlation","0.454383817605","0.459358766308"
"original","glcm","Autocorrelation","3403.08837645","159.881302093"
"original","glcm","SumEntropy","6.79388276408","5.65760040038"
"original","glcm","MCC","0.691555838869","0.500545371811"
"original","glcm","SumSquares","295.717431633","106.698972859"
"original","glcm","ClusterProminence","2360571.42697","427695.3087"
"original","glcm","Imc2","0.978980138871","0.77612680657"
"original","glcm","Imc1","-0.262387080406","-0.104836537235"
"original","glcm","DifferenceAverage","13.8738101344","7.42123294033"
"original","glcm","Id","0.148841689446","0.291772397178"
"original","glcm","ClusterTendency","859.786694701","310.887075444"
"original","firstorder","InterquartileRange","631.5","329.0"
"original","firstorder","Skewness","-0.156708191072","1.36655643073"
"original","firstorder","Uniformity","0.0161437630473","0.0671496782848"
"original","firstorder","Median","1843.0","177.0"
"original","firstorder","Energy","5232731137.0","561950652.0"
"original","firstorder","RobustMeanAbsoluteDeviation","259.911187046","144.959843376"
"original","firstorder","MeanAbsoluteDeviation","366.953969051","211.592370031"
"original","firstorder","TotalEnergy","2044035600.39","219511973.437"
"original","firstorder","Maximum","3114.0","1416.0"
"original","firstorder","RootMeanSquared","1870.244618","377.372760953"
"original","firstorder","90Percentile","2375.5","672.5"
"original","firstorder","Minimum","493.0","0.0"
"original","firstorder","Entropy","6.16055783531","4.70137028523"
"original","firstorder","Range","2621.0","1416.0"
"original","firstorder","Variance","207313.510684","74440.1874043"
"original","firstorder","10Percentile","1182.0","0.0"
"original","firstorder","Kurtosis","2.73959699068","4.41740570826"
"original","firstorder","Mean","1813.97393048","260.710593006"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.0016574434827","0.132507306831"
"original","glrlm","GrayLevelVariance","334.021617022","119.861159238"
"original","glrlm","LowGrayLevelRunEmphasis","0.00166353244165","0.176767270441"
"original","glrlm","GrayLevelNonUniformityNormalized","0.016052648631","0.050934780028"
"original","glrlm","RunVariance","0.0231101340635","0.186833464536"
"original","glrlm","GrayLevelNonUniformity","23.497472267","181.223411835"
"original","glrlm","LongRunEmphasis","1.06774422426","1.42946203912"
"original","glrlm","ShortRunHighGrayLevelEmphasis","3186.57692237","257.502603927"
"original","glrlm","RunLengthNonUniformity","1402.84643518","2983.76893232"
"original","glrlm","ShortRunEmphasis","0.983913692573","0.93221909097"
"original","glrlm","LongRunHighGrayLevelEmphasis","3495.00227577","277.181898046"
"original","glrlm","RunPercentage","0.978455368161","0.898962922531"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.00168903166494","0.504080678427"
"original","glrlm","RunEntropy","6.28223756188","5.26079027142"
"original","glrlm","HighGrayLevelRunEmphasis","3245.84799753","261.218752242"
"original","glrlm","RunLengthNonUniformityNormalized","0.958313000435","0.839827785179"
"original","glszm","GrayLevelVariance","361.335505578","133.3181531"
"original","glszm","ZoneVariance","0.607672655513","244.720835309"
"original","glszm","GrayLevelNonUniformityNormalized","0.0151362324813","0.0314673201562"
"original","glszm","SizeZoneNonUniformityNormalized","0.635540477622","0.491739960315"
"original","glszm","SizeZoneNonUniformity","711.169794459","933.322444679"
"original","glszm","GrayLevelNonUniformity","16.9374441466","59.7249736565"
"original","glszm","LargeAreaEmphasis","2.39499553172","249.043203372"
"original","glszm","SmallAreaHighGrayLevelEmphasis","2476.70983368","327.75348537"
"original","glszm","ZonePercentage","0.747994652406","0.480993411049"
"original","glszm","LargeAreaLowGrayLevelEmphasis","0.00256119522807","244.467284538"
"original","glszm","LargeAreaHighGrayLevelEmphasis","8318.33154602","1083.71496312"
"original","glszm","HighGrayLevelZoneEmphasis","3109.10008937","387.50052687"
"original","glszm","SmallAreaEmphasis","0.824993972641","0.729004358376"
"original","glszm","LowGrayLevelZoneEmphasis","0.00205714770112","0.0332344558864"
"original","glszm","ZoneEntropy","7.10190200124","6.65780889223"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.00198391693851","0.0175627980957"
"original","ngtdm","Coarseness","0.0056921251367","0.000932366817846"
"original","ngtdm","Complexity","34180.3331259","7462.08584409"
"original","ngtdm","Strength","17.042764724","3.6120011224"
"original","ngtdm","Contrast","0.626534860691","0.397853080364"
"original","ngtdm","Busyness","0.0333626872485","3.06550319976"
