"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1","Segmentation_segment_Segment_2"
"diagnostics","Versions","PyRadiomics","2.2.0.post43+gf719e5e","2.2.0.post43+gf719e5e"
"diagnostics","Versions","Numpy","1.13.1","1.13.1"
"diagnostics","Versions","SimpleITK","1.1.0rc2.post31","1.1.0rc2.post31"
"diagnostics","Versions","PyWavelet","0.5.2","0.5.2"
"diagnostics","Versions","Python","2.7.13","2.7.13"
"diagnostics","Configuration","Settings","{'distances': [1], 'force2Ddimension': 0, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'normalizeScale': 1, 'normalize': False, 'additionalInfo': True, 'padDistance': 5, 'removeOutliers': None, 'minimumROISize': None, u'binWidth': 25.0, 'label': 1, 'correctMask': True, 'preCrop': False, u'symmetricalGLCM': True, 'resegmentRange': None, 'minimumROIDimensions': 2}","{'distances': [1], 'force2Ddimension': 0, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'normalizeScale': 1, 'normalize': False, 'additionalInfo': True, 'padDistance': 5, 'removeOutliers': None, 'minimumROISize': None, u'binWidth': 25.0, 'label': 1, 'correctMask': True, 'preCrop': False, u'symmetricalGLCM': True, 'resegmentRange': None, 'minimumROIDimensions': 2}"
"diagnostics","Configuration","EnabledImageTypes","{u'Original': {}}","{u'Original': {}}"
"diagnostics","Image-original","Hash","5b84cbcbc3ed4378b309b5016c06986e5d73b20d","5b84cbcbc3ed4378b309b5016c06986e5d73b20d"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.625, 0.625, 3.0)","(0.625, 0.625, 3.0)"
"diagnostics","Image-original","Size","(512, 512, 64)","(512, 512, 64)"
"diagnostics","Image-original","Mean","71.965343713760376","71.965343713760376"
"diagnostics","Image-original","Minimum","0.0","0.0"
"diagnostics","Image-original","Maximum","2664.0","2664.0"
"diagnostics","Mask-original","Hash","41c4dc114978c98cef8a51153b77ee409506d935","cf0b9236c36fd898263c6042b70b91de2bf62fd8"
"diagnostics","Mask-original","Spacing","(0.6250000000000001, 0.6250000000000001, 3.0000000000000004)","(0.625, 0.625, 3.0000000000000004)"
"diagnostics","Mask-original","Size","(14, 19, 5)","(22, 27, 5)"
"diagnostics","Mask-original","BoundingBox","(0, 0, 0, 14, 19, 5)","(0, 0, 0, 22, 27, 5)"
"diagnostics","Mask-original","VoxelNum","372","1043"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(5.833333333333333, 8.013440860215054, 2.110215053763441)","(9.5129434324065194, 11.731543624161073, 2.0354745925215725)"
"diagnostics","Mask-original","CenterOfMass","(-76.86383565266935, 6.6285928705686015, 38.68904359879032)","(-76.66359196459007, 6.80477864310234, 38.464822215064714)"
"diagnostics","Mask-corrected","Spacing","(0.625, 0.625, 3.0)","(0.625, 0.625, 3.0)"
"diagnostics","Mask-corrected","Size","(512, 512, 64)","(512, 512, 64)"
"diagnostics","Mask-corrected","BoundingBox","(381, 271, 42, 14, 19, 5)","(377, 267, 42, 22, 27, 5)"
"diagnostics","Mask-corrected","VoxelNum","372","1043"
"diagnostics","Mask-corrected","VolumeNum","1","1"
"diagnostics","Mask-corrected","CenterOfMassIndex","(386.83333333333331, 279.01344086021504, 44.11021505376344)","(386.51294343240653, 278.73154362416108, 44.035474592521574)"
"diagnostics","Mask-corrected","CenterOfMass","(-76.86383565266934, 6.628592870568639, 38.68904359879029)","(-76.6635919645901, 6.804778643102367, 38.4648222150647)"
"diagnostics","Mask-corrected","Mean","1020.5349462365591","661.05848513902208"
"diagnostics","Mask-corrected","Minimum","545.0","47.0"
"diagnostics","Mask-corrected","Maximum","1423.0","1807.0"
"original","shape","VoxelVolume","435.9375","1222.265625"
"original","shape","Maximum3DDiameter","17.6444927669","21.1116821926"
"original","shape","MeshVolume","414.892578125","1180.46875"
"original","shape","MajorAxisLength","14.300870143769945","17.604147175898646"
"original","shape","Sphericity","0.596768177402","0.426704944625"
"original","shape","LeastAxisLength","7.03671494374891","12.264858578629619"
"original","shape","Elongation","0.58025069988624489","0.83308751083794208"
"original","shape","SurfaceVolumeRatio","1.0865087949","1.07235426677"
"original","shape","Maximum2DDiameterSlice","10.7891728135","16.2259437322"
"original","shape","Flatness","0.49204802735827902","0.69670279713527383"
"original","shape","SurfaceArea","450.78443507","1265.88070085"
"original","shape","MinorAxisLength","8.2980899099048138","14.665795151194192"
"original","shape","Maximum2DDiameterColumn","15.625","18.0277563773"
"original","shape","Maximum2DDiameterRow","16.5004734781","20.3485257451"
"original","gldm","GrayLevelVariance","50.6415770609","168.713126546"
"original","gldm","HighGrayLevelEmphasis","464.086021505","842.322147651"
"original","gldm","DependenceEntropy","6.39480190938","6.97023184635"
"original","gldm","DependenceNonUniformity","93.8333333333","400.971236817"
"original","gldm","GrayLevelNonUniformity","16.1612903226","24.5071907958"
"original","gldm","SmallDependenceEmphasis","0.445095278479","0.625761943231"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","216.770946316","551.797688988"
"original","gldm","DependenceNonUniformityNormalized","0.252240143369","0.384440303755"
"original","gldm","LargeDependenceEmphasis","7.24731182796","4.1447746884"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","0.0310584887539","0.027455134345"
"original","gldm","DependenceVariance","1.87787605504","1.0965198295"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","3067.30107527","3284.27229147"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.00540503620606","0.00417706953888"
"original","gldm","LowGrayLevelEmphasis","0.00758704756529","0.00641191719671"
"original","glcm","JointAverage","19.4703216173","26.2914630717"
"original","glcm","SumAverage","38.9406432347","52.5829261435"
"original","glcm","JointEntropy","7.7709476382","9.39985013119"
"original","glcm","ClusterShade","-230.740644954","4084.20701136"
"original","glcm","MaximumProbability","0.0159446359557","0.00613418639051"
"original","glcm","Idmn","0.969053777507","0.969542728773"
"original","glcm","JointEnergy","0.00542755043781","0.00171905966981"
"original","glcm","Contrast","45.9794253047","183.829292168"
"original","glcm","DifferenceEntropy","3.65891291658","4.59256792939"
"original","glcm","InverseVariance","0.207623021821","0.139183200047"
"original","glcm","DifferenceVariance","19.8749655147","84.8826545461"
"original","glcm","Idn","0.889074070149","0.893035932347"
"original","glcm","Idm","0.20642654868","0.131696185991"
"original","glcm","Correlation","0.436730342241","0.514182403535"
"original","glcm","Autocorrelation","399.573292226","784.140483477"
"original","glcm","SumEntropy","5.22518369185","6.36611534036"
"original","glcm","MCC","0.662519808614","0.677152087881"
"original","glcm","SumSquares","42.81080991","184.581043894"
"original","glcm","ClusterProminence","35378.2087925","840518.611731"
"original","glcm","Imc2","0.965075622981","0.984854869702"
"original","glcm","Imc1","-0.298603822179","-0.317215734617"
"original","glcm","DifferenceAverage","4.94498461193","9.57917249005"
"original","glcm","Id","0.297368840433","0.212629456599"
"original","glcm","ClusterTendency","125.263814335","554.494883407"
"original","firstorder","InterquartileRange","287.75","524.0"
"original","firstorder","Skewness","-0.223581119743","0.391227347181"
"original","firstorder","Uniformity","0.0434443288241","0.0234968272251"
"original","firstorder","Median","1042.5","658.0"
"original","firstorder","Energy","399238737.0","565730868.0"
"original","firstorder","RobustMeanAbsoluteDeviation","115.361029949","207.912928437"
"original","firstorder","MeanAbsoluteDeviation","151.467048214","272.434828731"
"original","firstorder","TotalEnergy","467857894.922","662965860.938"
"original","firstorder","Maximum","1423.0","1807.0"
"original","firstorder","RootMeanSquared","1035.9644836","736.483096798"
"original","firstorder","90Percentile","1231.6","1055.8"
"original","firstorder","Minimum","545.0","47.0"
"original","firstorder","Entropy","4.70320849396","5.57912074629"
"original","firstorder","Range","878.0","1760.0"
"original","firstorder","Variance","31730.8348003","105409.031095"
"original","firstorder","10Percentile","771.1","255.2"
"original","firstorder","Kurtosis","2.23797063746","2.81303708426"
"original","firstorder","Mean","1020.53494624","661.058485139"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.00764927976673","0.00627234402997"
"original","glrlm","GrayLevelVariance","51.1962816109","168.734782219"
"original","glrlm","LowGrayLevelRunEmphasis","0.00779211252446","0.00641195290154"
"original","glrlm","GrayLevelNonUniformityNormalized","0.0430080740113","0.0233743888447"
"original","glrlm","RunVariance","0.0624546981691","0.031892779233"
"original","glrlm","GrayLevelNonUniformity","15.1879022909","23.6803677441"
"original","glrlm","LongRunEmphasis","1.1759310692","1.09309860015"
"original","glrlm","ShortRunHighGrayLevelEmphasis","449.911808455","827.628415038"
"original","glrlm","RunLengthNonUniformity","321.448992089","958.450570018"
"original","glrlm","ShortRunEmphasis","0.962669573498","0.978503269102"
"original","glrlm","LongRunHighGrayLevelEmphasis","541.038644271","916.178378195"
"original","glrlm","RunPercentage","0.949338296112","0.971310568626"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.0084676003847","0.00700212134553"
"original","glrlm","RunEntropy","4.93395808289","5.72981881396"
"original","glrlm","HighGrayLevelRunEmphasis","466.011825583","844.367588144"
"original","glrlm","RunLengthNonUniformityNormalized","0.908438589074","0.945401914565"
"original","glszm","GrayLevelVariance","58.5917697483","169.67934598"
"original","glszm","ZoneVariance","3.68359375","1.01215257266"
"original","glszm","GrayLevelNonUniformityNormalized","0.0390625","0.0224923204159"
"original","glszm","SizeZoneNonUniformityNormalized","0.470648871528","0.609157165643"
"original","glszm","SizeZoneNonUniformity","90.3645833333","448.339673913"
"original","glszm","GrayLevelNonUniformity","7.5","16.5543478261"
"original","glszm","LargeAreaEmphasis","7.4375","3.02038043478"
"original","glszm","SmallAreaHighGrayLevelEmphasis","351.063363957","721.408174401"
"original","glszm","ZonePercentage","0.516129032258","0.705656759348"
"original","glszm","LargeAreaLowGrayLevelEmphasis","0.0336371051495","0.0184291702514"
"original","glszm","LargeAreaHighGrayLevelEmphasis","3358.53125","2401.50815217"
"original","glszm","HighGrayLevelZoneEmphasis","486.348958333","872.001358696"
"original","glszm","SmallAreaEmphasis","0.712007690404","0.808519638142"
"original","glszm","LowGrayLevelZoneEmphasis","0.0111026641214","0.00663028186573"
"original","glszm","ZoneEntropy","5.89472448401","6.55424087122"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.00988777565643","0.00549874296471"
"original","ngtdm","Coarseness","0.0214375764582","0.00864978195276"
"original","ngtdm","Complexity","1385.46947079","9722.00832362"
"original","ngtdm","Strength","8.03554833864","14.7221844821"
"original","ngtdm","Contrast","0.318303619665","0.419376474544"
"original","ngtdm","Busyness","0.0772151175167","0.0746591357638"
