"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1","Segmentation_segment_Segment_2"
"diagnostics","Versions","PyRadiomics","2.2.0.post43+gf719e5e","2.2.0.post43+gf719e5e"
"diagnostics","Versions","Numpy","1.13.1","1.13.1"
"diagnostics","Versions","SimpleITK","1.1.0rc2.post31","1.1.0rc2.post31"
"diagnostics","Versions","PyWavelet","0.5.2","0.5.2"
"diagnostics","Versions","Python","2.7.13","2.7.13"
"diagnostics","Configuration","Settings","{'distances': [1], 'force2Ddimension': 0, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'normalizeScale': 1, 'normalize': False, 'additionalInfo': True, 'padDistance': 5, 'removeOutliers': None, 'minimumROISize': None, u'binWidth': 25.0, 'label': 1, 'correctMask': True, 'preCrop': False, u'symmetricalGLCM': True, 'resegmentRange': None, 'minimumROIDimensions': 2}","{'distances': [1], 'force2Ddimension': 0, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'normalizeScale': 1, 'normalize': False, 'additionalInfo': True, 'padDistance': 5, 'removeOutliers': None, 'minimumROISize': None, u'binWidth': 25.0, 'label': 1, 'correctMask': True, 'preCrop': False, u'symmetricalGLCM': True, 'resegmentRange': None, 'minimumROIDimensions': 2}"
"diagnostics","Configuration","EnabledImageTypes","{u'Original': {}}","{u'Original': {}}"
"diagnostics","Image-original","Hash","ad0fd3603029ea6274b58524c69dbe00634af3b9","ad0fd3603029ea6274b58524c69dbe00634af3b9"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.625, 0.625, 3.0)","(0.625, 0.625, 3.0)"
"diagnostics","Image-original","Size","(512, 512, 64)","(512, 512, 64)"
"diagnostics","Image-original","Mean","56.755993843078613","56.755993843078613"
"diagnostics","Image-original","Minimum","0.0","0.0"
"diagnostics","Image-original","Maximum","2173.0","2173.0"
"diagnostics","Mask-original","Hash","cb258d7bc7f88016046d675202e346567902f305","871311449e464e24313beec645e50218adb6896f"
"diagnostics","Mask-original","Spacing","(0.6250000000000001, 0.6250000000000001, 3.0000000000000004)","(0.625, 0.625, 3.0000000000000004)"
"diagnostics","Mask-original","Size","(13, 13, 4)","(21, 20, 4)"
"diagnostics","Mask-original","BoundingBox","(0, 0, 0, 13, 13, 4)","(0, 0, 0, 21, 20, 4)"
"diagnostics","Mask-original","VoxelNum","361","754"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(6.1301939058171744, 5.620498614958449, 1.290858725761773)","(10.464190981432361, 9.3952254641909807, 1.3726790450928381)"
"diagnostics","Mask-original","CenterOfMass","(-61.17037570773773, 16.034185435962925, -15.284627497031073)","(-61.37912387999721, 15.549981155192626, -15.039166539037895)"
"diagnostics","Mask-corrected","Spacing","(0.625, 0.625, 3.0)","(0.625, 0.625, 3.0)"
"diagnostics","Mask-corrected","Size","(512, 512, 64)","(512, 512, 64)"
"diagnostics","Mask-corrected","BoundingBox","(357, 271, 26, 13, 13, 4)","(353, 268, 26, 21, 20, 4)"
"diagnostics","Mask-corrected","VoxelNum","361","754"
"diagnostics","Mask-corrected","VolumeNum","1","1"
"diagnostics","Mask-corrected","CenterOfMassIndex","(363.13019390581718, 276.62049861495842, 27.290858725761773)","(363.46419098143235, 277.39522546419096, 27.372679045092838)"
"diagnostics","Mask-corrected","CenterOfMass","(-61.17037570773729, 16.03418543596348, -15.284627497031082)","(-61.37912387999677, 15.549981155193166, -15.039166539037879)"
"diagnostics","Mask-corrected","Mean","658.4653739612188","476.56498673740055"
"diagnostics","Mask-corrected","Minimum","332.0","65.0"
"diagnostics","Mask-corrected","Maximum","1036.0","1271.0"
"original","shape","VoxelVolume","423.046875","883.59375"
"original","shape","Maximum3DDiameter","13.6593603437","16.9862076403"
"original","shape","MeshVolume","410.498046875","860.64453125"
"original","shape","MajorAxisLength","12.182357727751654","14.758959831878258"
"original","shape","Sphericity","0.757605161318","0.473162916746"
"original","shape","LeastAxisLength","6.996738292160968","12.681110044237993"
"original","shape","Elongation","0.59956758284560341","0.89253301088224479"
"original","shape","SurfaceVolumeRatio","0.858889911193","1.07448119652"
"original","shape","Maximum2DDiameterSlice","9.22801441265","14.8165869889"
"original","shape","Flatness","0.57433367567447624","0.85921434767020211"
"original","shape","SurfaceArea","352.572631025","924.746365716"
"original","shape","MinorAxisLength","7.3041467761885164","13.172858856236411"
"original","shape","Maximum2DDiameterColumn","13.2529477853","16.4487841496"
"original","shape","Maximum2DDiameterRow","13.5300591277","16.0278078663"
"original","gldm","GrayLevelVariance","39.2016482378","83.8469928727"
"original","gldm","HighGrayLevelEmphasis","231.265927978","392.608753316"
"original","gldm","DependenceEntropy","6.27927131843","6.73587647174"
"original","gldm","DependenceNonUniformity","94.324099723","220.99204244"
"original","gldm","GrayLevelNonUniformity","16.540166205","26.275862069"
"original","gldm","SmallDependenceEmphasis","0.402078331794","0.47714281955"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","106.53088181","205.463366257"
"original","gldm","DependenceNonUniformityNormalized","0.261285594801","0.293092894483"
"original","gldm","LargeDependenceEmphasis","6.50692520776","5.80901856764"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","0.33931194556","0.0570361875542"
"original","gldm","DependenceVariance","1.25889150636","1.38452391841"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","1221.93074792","1997.96419098"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.00793108620222","0.00499409237017"
"original","gldm","LowGrayLevelEmphasis","0.0286589684304","0.00997545604287"
"original","glcm","JointAverage","13.6666412868","17.4383041725"
"original","glcm","SumAverage","27.3332825736","34.8766083449"
"original","glcm","JointEntropy","8.07444639523","8.62738815693"
"original","glcm","ClusterShade","92.6448996841","3459.95465627"
"original","glcm","MaximumProbability","0.0122016802323","0.00945651530534"
"original","glcm","Idmn","0.940746460587","0.974844984874"
"original","glcm","JointEnergy","0.00426134758224","0.00310092826725"
"original","glcm","Contrast","60.5033964153","68.5856905673"
"original","glcm","DifferenceEntropy","3.88055319004","3.92174714959"
"original","glcm","InverseVariance","0.178106768058","0.208461744004"
"original","glcm","DifferenceVariance","22.1964677465","32.3509153576"
"original","glcm","Idn","0.844604501151","0.902418280703"
"original","glcm","Idm","0.177439059854","0.19119435528"
"original","glcm","Correlation","0.29046216855","0.590439423089"
"original","glcm","Autocorrelation","198.944070556","354.227512317"
"original","glcm","SumEntropy","5.21806881276","5.77547376577"
"original","glcm","MCC","0.575450192044","0.758986172325"
"original","glcm","SumSquares","42.3893291339","84.3262178999"
"original","glcm","ClusterProminence","30183.8512473","258033.347087"
"original","glcm","Imc2","0.953704795273","0.970332347937"
"original","glcm","Imc1","-0.260312585698","-0.28470966661"
"original","glcm","DifferenceAverage","5.96866781392","5.8367496416"
"original","glcm","Id","0.264726697126","0.278686147026"
"original","glcm","ClusterTendency","109.05392012","268.719181032"
"original","firstorder","InterquartileRange","232.0","328.75"
"original","firstorder","Skewness","0.0988401030018","0.773282793641"
"original","firstorder","Uniformity","0.0458176349169","0.0348486234336"
"original","firstorder","Median","652.0","451.5"
"original","firstorder","Energy","165353832.0","210852838.0"
"original","firstorder","RobustMeanAbsoluteDeviation","94.9555201686","130.924791117"
"original","firstorder","MeanAbsoluteDeviation","129.235978852","183.595649023"
"original","firstorder","TotalEnergy","193774021.875","247093169.531"
"original","firstorder","Maximum","1036.0","1271.0"
"original","firstorder","RootMeanSquared","676.789373406","528.81534938"
"original","firstorder","90Percentile","873.0","766.7"
"original","firstorder","Minimum","332.0","65.0"
"original","firstorder","Entropy","4.60784584094","5.04557504992"
"original","firstorder","Range","704.0","1206.0"
"original","firstorder","Variance","24467.2072498","52531.487156"
"original","firstorder","10Percentile","451.0","209.3"
"original","firstorder","Kurtosis","2.31800508078","3.3743508793"
"original","firstorder","Mean","658.465373961","476.564986737"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.0256940042691","0.00967662730569"
"original","glrlm","GrayLevelVariance","39.2349137819","84.4177723947"
"original","glrlm","LowGrayLevelRunEmphasis","0.0276014226475","0.00998834258957"
"original","glrlm","GrayLevelNonUniformityNormalized","0.0456972558025","0.0347201322916"
"original","glrlm","RunVariance","0.0568293179729","0.0489160191438"
"original","glrlm","GrayLevelNonUniformity","15.6751256857","25.0664203504"
"original","glrlm","LongRunEmphasis","1.16670280812","1.14174974044"
"original","glrlm","ShortRunHighGrayLevelEmphasis","226.178452389","383.711186997"
"original","glrlm","RunLengthNonUniformity","311.554202465","664.577773016"
"original","glrlm","ShortRunEmphasis","0.962476331857","0.967776452774"
"original","glrlm","LongRunHighGrayLevelEmphasis","265.484654281","442.711668269"
"original","glrlm","RunPercentage","0.950351587471","0.957559681698"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.0354243814989","0.0113610230744"
"original","glrlm","RunEntropy","4.83266345168","5.26361249831"
"original","glrlm","HighGrayLevelRunEmphasis","233.347462318","394.871483442"
"original","glrlm","RunLengthNonUniformityNormalized","0.906889498308","0.919361269209"
"original","glszm","GrayLevelVariance","41.8920987654","90.6624221453"
"original","glszm","ZoneVariance","2.6499691358","2.40074186851"
"original","glszm","GrayLevelNonUniformityNormalized","0.0441358024691","0.0336553633218"
"original","glszm","SizeZoneNonUniformityNormalized","0.378518518519","0.458114878893"
"original","glszm","SizeZoneNonUniformity","68.1333333333","194.698823529"
"original","glszm","GrayLevelNonUniformity","7.94444444444","14.3035294118"
"original","glszm","LargeAreaEmphasis","6.67222222222","5.54823529412"
"original","glszm","SmallAreaHighGrayLevelEmphasis","175.963553745","312.057031443"
"original","glszm","ZonePercentage","0.498614958449","0.563660477454"
"original","glszm","LargeAreaLowGrayLevelEmphasis","0.207255077064","0.0560341544807"
"original","glszm","LargeAreaHighGrayLevelEmphasis","1375.75","1822.04941176"
"original","glszm","HighGrayLevelZoneEmphasis","257.655555556","427.061176471"
"original","glszm","SmallAreaEmphasis","0.636491370622","0.703466204869"
"original","glszm","LowGrayLevelZoneEmphasis","0.0233214215336","0.0102551059951"
"original","glszm","ZoneEntropy","6.02710438119","6.36652806791"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.0125732079082","0.00750015833141"
"original","ngtdm","Coarseness","0.0188124565681","0.0120388580125"
"original","ngtdm","Complexity","1148.5459647","3480.79814514"
"original","ngtdm","Strength","4.59258904802","11.3752317117"
"original","ngtdm","Contrast","0.373267439902","0.279983078407"
"original","ngtdm","Busyness","0.174843402151","0.129235294144"
