"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1","Segmentation_segment_Segment_2"
"diagnostics","Versions","PyRadiomics","2.2.0.post43+gf719e5e","2.2.0.post43+gf719e5e"
"diagnostics","Versions","Numpy","1.13.1","1.13.1"
"diagnostics","Versions","SimpleITK","1.1.0rc2.post31","1.1.0rc2.post31"
"diagnostics","Versions","PyWavelet","0.5.2","0.5.2"
"diagnostics","Versions","Python","2.7.13","2.7.13"
"diagnostics","Configuration","Settings","{'distances': [1], 'force2Ddimension': 0, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'normalizeScale': 1, 'normalize': False, 'additionalInfo': True, 'padDistance': 5, 'removeOutliers': None, 'minimumROISize': None, u'binWidth': 25.0, 'label': 1, 'correctMask': True, 'preCrop': False, u'symmetricalGLCM': True, 'resegmentRange': None, 'minimumROIDimensions': 2}","{'distances': [1], 'force2Ddimension': 0, 'force2D': False, 'interpolator': 'sitkBSpline', 'resampledPixelSpacing': None, 'normalizeScale': 1, 'normalize': False, 'additionalInfo': True, 'padDistance': 5, 'removeOutliers': None, 'minimumROISize': None, u'binWidth': 25.0, 'label': 1, 'correctMask': True, 'preCrop': False, u'symmetricalGLCM': True, 'resegmentRange': None, 'minimumROIDimensions': 2}"
"diagnostics","Configuration","EnabledImageTypes","{u'Original': {}}","{u'Original': {}}"
"diagnostics","Image-original","Hash","6f1542253f06e490bbe203d48acff82d935a454c","6f1542253f06e490bbe203d48acff82d935a454c"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.6249999999999999, 0.6249999999999999, 1.0)","(0.6249999999999999, 0.6249999999999999, 1.0)"
"diagnostics","Image-original","Size","(512, 512, 192)","(512, 512, 192)"
"diagnostics","Image-original","Mean","103.90437543392181","103.90437543392181"
"diagnostics","Image-original","Minimum","0.0","0.0"
"diagnostics","Image-original","Maximum","4330.0","4330.0"
"diagnostics","Mask-original","Hash","cb73c71fbea340b6f5f01096c8bcc8e96ec513dd","6d0c5c4ba77663df42815b5acb9a18740cf82f4d"
"diagnostics","Mask-original","Spacing","(0.6249999999999999, 0.6249999999999999, 1.0)","(0.6249999999999999, 0.6249999999999999, 1.0)"
"diagnostics","Mask-original","Size","(14, 15, 8)","(22, 23, 12)"
"diagnostics","Mask-original","BoundingBox","(0, 0, 0, 14, 15, 8)","(0, 0, 0, 22, 23, 12)"
"diagnostics","Mask-original","VoxelNum","967","2698"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(6.926577042399173, 6.3805584281282313, 3.3319544984488108)","(10.958858413639733, 11.207561156412158, 5.3561897702001486)"
"diagnostics","Mask-original","CenterOfMass","(-61.04311516810147, 15.559148052731844, -18.32524917586759)","(-61.06329102512679, 15.042271347554422, -18.30101390411625)"
"diagnostics","Mask-corrected","Spacing","(0.6249999999999999, 0.6249999999999999, 1.0)","(0.6249999999999999, 0.6249999999999999, 1.0)"
"diagnostics","Mask-corrected","Size","(512, 512, 192)","(512, 512, 192)"
"diagnostics","Mask-corrected","BoundingBox","(356, 271, 77, 14, 15, 8)","(352, 267, 75, 22, 23, 12)"
"diagnostics","Mask-corrected","VoxelNum","967","2698"
"diagnostics","Mask-corrected","VolumeNum","1","1"
"diagnostics","Mask-corrected","CenterOfMassIndex","(362.92657704239917, 277.38055842812821, 80.331954498448809)","(362.95885841363975, 278.20756115641217, 80.356189770200146)"
"diagnostics","Mask-corrected","CenterOfMass","(-61.043115168101025, 15.559148052732382, -18.32524917586754)","(-61.063291025126404, 15.042271347554902, -18.301013904116203)"
"diagnostics","Mask-corrected","Mean","1050.2688728024818","579.54595997034846"
"diagnostics","Mask-corrected","Minimum","111.0","0.0"
"diagnostics","Mask-corrected","Maximum","2458.0","2695.0"
"original","shape","VoxelVolume","377.73437499999989","1053.9062499999998"
"original","shape","Maximum3DDiameter","10.9373214271","16.4202618737"
"original","shape","MeshVolume","371.793619792","1052.40885417"
"original","shape","MajorAxisLength","8.4790668495626171","15.030811854975727"
"original","shape","Sphericity","0.828308522491","0.495595683329"
"original","shape","LeastAxisLength","7.7293956031744671","13.069001320144471"
"original","shape","Elongation","0.97174890894212074","0.90272350255539358"
"original","shape","SurfaceVolumeRatio","0.81194139543","0.95931619987"
"original","shape","Maximum2DDiameterSlice","10.2507621668","15.7742868302"
"original","shape","Flatness","0.91158564265514419","0.86948073372485002"
"original","shape","SurfaceArea","301.874630465","1009.59286269"
"original","shape","MinorAxisLength","8.2395239599097785","13.568667123974821"
"original","shape","Maximum2DDiameterColumn","10.2591422643","15.4029218007"
"original","shape","Maximum2DDiameterRow","10.2591422643","15.0519932235"
"original","gldm","GrayLevelVariance","246.313120997","468.424982732"
"original","gldm","HighGrayLevelEmphasis","1730.99276112","1033.41215715"
"original","gldm","DependenceEntropy","7.20215452601","7.5756556917"
"original","gldm","DependenceNonUniformity","365.318510858","728.76056338"
"original","gldm","GrayLevelNonUniformity","19.5170630817","104.799110452"
"original","gldm","SmallDependenceEmphasis","0.59904860393","0.517932097745"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","1155.32587786","725.49073141"
"original","gldm","DependenceNonUniformityNormalized","0.37778543005","0.270111402291"
"original","gldm","LargeDependenceEmphasis","3.64943123061","25.2935507784"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","0.00756644549355","22.0850116826"
"original","gldm","DependenceVariance","0.720271546345","14.6743588997"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","5273.60289555","3056.2624166"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.00214591681841","0.00888240606223"
"original","gldm","LowGrayLevelEmphasis","0.0028440851481","0.17726213451"
"original","glcm","JointAverage","39.015674661","23.3763625272"
"original","glcm","SumAverage","78.031349322","46.7527250545"
"original","glcm","JointEntropy","9.98472375293","9.83959241406"
"original","glcm","ClusterShade","12647.7462549","67520.0508602"
"original","glcm","MaximumProbability","0.00404640416037","0.082568738049"
"original","glcm","Idmn","0.980183046709","0.986656254595"
"original","glcm","JointEnergy","0.00112696296245","0.00859232902794"
"original","glcm","Contrast","192.111098097","165.955130192"
"original","glcm","DifferenceEntropy","4.78098035686","4.6535419866"
"original","glcm","InverseVariance","0.101324897628","0.118330666968"
"original","glcm","DifferenceVariance","75.7207745316","80.4973200996"
"original","glcm","Idn","0.905046218865","0.927218922745"
"original","glcm","Idm","0.0977526781024","0.18623217806"
"original","glcm","Correlation","0.654799496559","0.817347357283"
"original","glcm","Autocorrelation","1702.93459519","919.909542925"
"original","glcm","SumEntropy","6.75089578078","6.73662670882"
"original","glcm","MCC","0.714804870575","0.832467455321"
"original","glcm","SumSquares","276.737784396","455.748137893"
"original","glcm","ClusterProminence","2767062.06783","8819609.12515"
"original","glcm","Imc2","0.990333311581","0.978177572832"
"original","glcm","Imc1","-0.330683798158","-0.277383781663"
"original","glcm","DifferenceAverage","10.6469637037","9.11428465356"
"original","glcm","Id","0.177146370303","0.260194458161"
"original","glcm","ClusterTendency","914.840039488","1657.03742138"
"original","firstorder","InterquartileRange","472.0","758.75"
"original","firstorder","Skewness","0.542074566366","0.974225941674"
"original","firstorder","Uniformity","0.0201831055654","0.0388432581365"
"original","firstorder","Median","1024.0","449.0"
"original","firstorder","Energy","1215413064.0","1701627209.0"
"original","firstorder","RobustMeanAbsoluteDeviation","201.368833981","328.711596449"
"original","firstorder","MeanAbsoluteDeviation","302.505068502","437.399615947"
"original","firstorder","TotalEnergy","474770728.125","664698128.516"
"original","firstorder","Maximum","2458.0","2695.0"
"original","firstorder","RootMeanSquared","1121.11125621","794.165904854"
"original","firstorder","90Percentile","1544.2","1426.3"
"original","firstorder","Minimum","111.0","0.0"
"original","firstorder","Entropy","5.90685437453","5.72359811251"
"original","firstorder","Range","2347.0","2695.0"
"original","firstorder","Variance","153825.743633","294825.964715"
"original","firstorder","10Percentile","591.2","0.0"
"original","firstorder","Kurtosis","3.58998815328","3.19127949535"
"original","firstorder","Mean","1050.2688728","579.54595997"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.00283765253072","0.0865373160845"
"original","glrlm","GrayLevelVariance","247.702578359","464.912665835"
"original","glrlm","LowGrayLevelRunEmphasis","0.00287421450942","0.123728577372"
"original","glrlm","GrayLevelNonUniformityNormalized","0.0200797535709","0.0259347045904"
"original","glrlm","RunVariance","0.0294886963166","0.170359531486"
"original","glrlm","GrayLevelNonUniformity","18.8863077157","64.0757632193"
"original","glrlm","LongRunEmphasis","1.08682444317","1.37180134302"
"original","glrlm","ShortRunHighGrayLevelEmphasis","1712.48198192","1092.87449037"
"original","glrlm","RunLengthNonUniformity","890.922122384","2137.72176036"
"original","glrlm","ShortRunEmphasis","0.979447036139","0.944522615129"
"original","glrlm","LongRunHighGrayLevelEmphasis","1859.85477865","1179.47016317"
"original","glrlm","RunPercentage","0.972635430753","0.913126532474"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.00302822011546","0.417434364057"
"original","glrlm","RunEntropy","6.04914061887","6.21431566098"
"original","glrlm","HighGrayLevelRunEmphasis","1740.97772465","1109.5753591"
"original","glrlm","RunLengthNonUniformityNormalized","0.947101367","0.867195098112"
"original","glszm","GrayLevelVariance","264.983984769","459.225269589"
"original","glszm","ZoneVariance","0.802200099351","48.3604491022"
"original","glszm","GrayLevelNonUniformityNormalized","0.0188743709105","0.0159783586198"
"original","glszm","SizeZoneNonUniformityNormalized","0.558258352083","0.593115735531"
"original","glszm","SizeZoneNonUniformity","372.35832084","933.564167726"
"original","glszm","GrayLevelNonUniformity","12.5892053973","25.1499364676"
"original","glszm","LargeAreaEmphasis","2.90404797601","51.2986022872"
"original","glszm","SmallAreaHighGrayLevelEmphasis","1541.74478636","1159.9607568"
"original","glszm","ZonePercentage","0.689762150982","0.583395107487"
"original","glszm","LargeAreaLowGrayLevelEmphasis","0.00659408767693","48.1637699968"
"original","glszm","LargeAreaHighGrayLevelEmphasis","4405.09145427","3074.11817027"
"original","glszm","HighGrayLevelZoneEmphasis","1879.77061469","1372.92376112"
"original","glszm","SmallAreaEmphasis","0.775956605031","0.798391066157"
"original","glszm","LowGrayLevelZoneEmphasis","0.00334591496716","0.0163848399835"
"original","glszm","ZoneEntropy","6.97065619224","7.19919916273"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.00295790641431","0.00977039210126"
"original","ngtdm","Coarseness","0.0100819850617","0.00246468544692"
"original","ngtdm","Complexity","19416.5619351","20757.4938845"
"original","ngtdm","Strength","31.1592861259","24.258075963"
"original","ngtdm","Contrast","0.36685148241","0.553938058457"
"original","ngtdm","Busyness","0.0293525400374","0.357397571314"
